reporter_name,reporter_iso,year,gdp_current_usd
Finland,FIN,2021,294223210496.119
Finland,FIN,2020,270000311606.226
Finland,FIN,2019,267014821129.411
Finland,FIN,2018,273869255596.078
Finland,FIN,2017,253846138440.0
Finland,FIN,2016,238777818792.608
Finland,FIN,2015,233210733506.25
France,FRA,2024,3160442622465.08
France,FRA,2023,3056250648138.29
France,FRA,2022,2794788137066.94
France,FRA,2021,2966433692008.09
France,FRA,2020,2647926055110.05
France,FRA,2019,2722793515171.76
France,FRA,2018,2781576320884.39
France,FRA,2017,2588868323334.71
France,FRA,2016,2470407619777.13
France,FRA,2015,2442483452642.5
French Polynesia,PYF,2024,6323716355.05009
French Polynesia,PYF,2023,6137447782.87066
French Polynesia,PYF,2022,5622688338.06317
French Polynesia,PYF,2021,5994931236.42282
French Polynesia,PYF,2020,5574821989.38239
French Polynesia,PYF,2019,6022276196.13871
French Polynesia,PYF,2018,6135116253.33452
French Polynesia,PYF,2017,5833352692.7995
French Polynesia,PYF,2016,5497036476.8031
French Polynesia,PYF,2015,5325846361.81186
Gabon,GAB,2024,20895684425.6752
Gabon,GAB,2023,19388372070.9778
Gabon,GAB,2022,20440655695.229
Gabon,GAB,2021,19444935097.2333
Gabon,GAB,2020,15342236163.9943
Gabon,GAB,2019,16874405465.391
Gabon,GAB,2018,16867326401.9626
Gabon,GAB,2017,14929487485.1623
Gabon,GAB,2016,14023890265.3665
Gabon,GAB,2015,14383107762.6952
"Gambia, The",GMB,2024,2404888737.54853
"Gambia, The",GMB,2023,2382262185.38179
"Gambia, The",GMB,2022,2204734527.88096
"Gambia, The",GMB,2021,2014158842.14596
"Gambia, The",GMB,2020,1812170891.19069
"Gambia, The",GMB,2019,1813609692.49994
"Gambia, The",GMB,2018,1670671327.81651
"Gambia, The",GMB,2017,1504909462.69521
"Gambia, The",GMB,2016,1484578885.97132
"Gambia, The",GMB,2015,1378176608.93204
Georgia,GEO,2024,34189423333.141
Georgia,GEO,2023,30777833600.6515
Georgia,GEO,2022,24984568959.605
Georgia,GEO,2021,18853115588.8106
Georgia,GEO,2020,16010869215.68
Georgia,GEO,2019,17638337116.9126
Georgia,GEO,2018,17902544880.6471
Georgia,GEO,2017,16473125375.0684
Georgia,GEO,2016,15444548901.9637
Georgia,GEO,2015,15223796148.8396
Germany,DEU,2024,4685592577804.69
Germany,DEU,2023,4562207532490.28
Germany,DEU,2022,4201021706478.62
Germany,DEU,2021,4355251953410.78
Germany,DEU,2020,3941398957073.94
Germany,DEU,2019,3959894794039.21
Germany,DEU,2018,4055433215301.96
Germany,DEU,2017,3765351626105.89
Germany,DEU,2016,3536787895179.0
Germany,DEU,2015,3425099578746.09
Ghana,GHA,2024,83288585604.0268
Ghana,GHA,2023,80547146875.9526
Ghana,GHA,2022,73919003212.1998
Ghana,GHA,2021,79514204730.3979
Ghana,GHA,2020,70008243859.8666
Ghana,GHA,2019,68352629246.1555
Ghana,GHA,2018,67259353965.6087
Ghana,GHA,2017,60385409434.8567
Ghana,GHA,2016,56144179397.8516
Ghana,GHA,2015,49436806230.4839
Gibraltar,GIB,2024,
Gibraltar,GIB,2023,
Gibraltar,GIB,2022,
Gibraltar,GIB,2021,
Gibraltar,GIB,2020,
Gibraltar,GIB,2019,
Gibraltar,GIB,2018,
Gibraltar,GIB,2017,
Gibraltar,GIB,2016,
Gibraltar,GIB,2015,
Greece,GRC,2024,256238371778.118
Greece,GRC,2023,242946187738.269
Greece,GRC,2022,217990189600.69
Greece,GRC,2021,218303801895.326
Greece,GRC,2020,191362985554.861
Greece,GRC,2019,207305649887.019
Greece,GRC,2018,213298873494.394
Greece,GRC,2017,200381103984.298
Greece,GRC,2016,193097239005.87
Greece,GRC,2015,194567373678.099
Greenland,GRL,2024,
Greenland,GRL,2023,3326543974.39193
Greenland,GRL,2022,3152334771.77992
Greenland,GRL,2021,3293578467.57327
Greenland,GRL,2020,3089625554.40473
Greenland,GRL,2019,2997309971.87623
Greenland,GRL,2018,3055782146.15957
Greenland,GRL,2017,2851613679.03433
Greenland,GRL,2016,2707139544.46695
Greenland,GRL,2015,2499113022.81675
Grenada,GRD,2024,1351270370.37037
Grenada,GRD,2023,1336418518.51852
Grenada,GRD,2022,1224007407.40741
Grenada,GRD,2021,1122222222.22222
Grenada,GRD,2020,1043411111.11111
Grenada,GRD,2019,1213485185.18519
Grenada,GRD,2018,1166514814.81481
Grenada,GRD,2017,1125685185.18519
Grenada,GRD,2016,1061640740.74074
Grenada,GRD,2015,997007407.407407
Guam,GUM,2024,
Guam,GUM,2023,
Guam,GUM,2022,6910000000.0
Guam,GUM,2021,6234000000.0
Guam,GUM,2020,5916000000.0
Guam,GUM,2019,6355000000.0
Guam,GUM,2018,6051000000.0
Guam,GUM,2017,6013000000.0
Guam,GUM,2016,5901000000.0
Guam,GUM,2015,5799000000.0
Guatemala,GTM,2024,113215575150.885
Guatemala,GTM,2023,104298081428.769
Guatemala,GTM,2022,95609727055.5754
Guatemala,GTM,2021,86455522272.7383
Guatemala,GTM,2020,77719468248.3666
Guatemala,GTM,2019,77172331693.4093
Guatemala,GTM,2018,73328356007.6152
Guatemala,GTM,2017,71653780740.4226
Guatemala,GTM,2016,66053408205.8838
Guatemala,GTM,2015,62186066547.6566
Guinea,GIN,2024,25008678293.4073
Guinea,GIN,2023,22407615556.0571
Guinea,GIN,2022,19910452541.9219
Guinea,GIN,2021,17069115737.8259
Guinea,GIN,2020,14088693742.9464
Guinea,GIN,2019,13442861496.4454
Guinea,GIN,2018,11857030366.7891
Guinea,GIN,2017,10324668271.1362
Guinea,GIN,2016,8595955222.49719
Guinea,GIN,2015,8794201742.84609
Guinea-Bissau,GNB,2024,2197777209.94218
Guinea-Bissau,GNB,2023,2076748678.11987
Guinea-Bissau,GNB,2022,1856239954.81555
Guinea-Bissau,GNB,2021,1907611288.23036
Guinea-Bissau,GNB,2020,1705062169.81422
Guinea-Bissau,GNB,2019,1596214680.12925
Guinea-Bissau,GNB,2018,1554133593.91699
Guinea-Bissau,GNB,2017,1469978606.12143
Guinea-Bissau,GNB,2016,1245074264.10396
Guinea-Bissau,GNB,2015,1152384166.79638
Guyana,GUY,2024,24662714628.2974
Guyana,GUY,2023,16918503597.1223
Guyana,GUY,2022,14718388489.2086
Guyana,GUY,2021,8041362110.31175
Guyana,GUY,2020,5471256594.72422
Guyana,GUY,2019,5173760191.84652
Guyana,GUY,2018,4787636997.85343
Guyana,GUY,2017,4748174334.14044
Guyana,GUY,2016,4482697336.56174
Guyana,GUY,2015,4279840193.7046
Haiti,HTI,2024,24255657481.2502
Haiti,HTI,2023,19572288894.1581
Haiti,HTI,2022,20113007125.93
Haiti,HTI,2021,20754978152.2134
Haiti,HTI,2020,14508222518.3018
Haiti,HTI,2019,15016090929.5125
Haiti,HTI,2018,16403864617.8458
Haiti,HTI,2017,15093357161.1498
Haiti,HTI,2016,14069277526.2278
Haiti,HTI,2015,14849629308.6025
Honduras,HND,2024,36980171442.0603
Honduras,HND,2023,34355805527.9795
Honduras,HND,2022,31426041806.7985
Honduras,HND,2021,28144331506.6149
Honduras,HND,2020,23352232483.755
Honduras,HND,2019,24882225741.8119
Honduras,HND,2018,24067750760.499
Honduras,HND,2017,23136247990.5977
Honduras,HND,2016,21717604952.1835
Honduras,HND,2015,20979791685.416
"Hong Kong SAR, China",HKG,2024,408368682415.423
"Hong Kong SAR, China",HKG,2023,380762296025.216
"Hong Kong SAR, China",HKG,2022,358673532516.529
"Hong Kong SAR, China",HKG,2021,368954169748.818
"Hong Kong SAR, China",HKG,2020,344943149590.058
"Hong Kong SAR, China",HKG,2019,363074545072.389
"Hong Kong SAR, China",HKG,2018,361731070995.726
"Hong Kong SAR, China",HKG,2017,341273289534.466
"Hong Kong SAR, China",HKG,2016,320860317562.562
"Hong Kong SAR, China",HKG,2015,309385622601.348
Hungary,HUN,2024,222848211034.367
Hungary,HUN,2023,213029511028.874
Hungary,HUN,2022,177002580544.155
Hungary,HUN,2021,183282685440.486
Hungary,HUN,2020,158468487754.196
Hungary,HUN,2019,164936682033.992
Hungary,HUN,2018,161184691013.835
Hungary,HUN,2017,143335098991.862
Hungary,HUN,2016,128983560865.293
Hungary,HUN,2015,125244126623.289
Iceland,ISL,2024,33186621855.0053
Iceland,ISL,2023,31701996433.7807
Iceland,ISL,2022,29176227825.4736
Iceland,ISL,2021,26234872402.457
Iceland,ISL,2020,22034665040.7901
Iceland,ISL,2019,24985687022.0452
Iceland,ISL,2018,26677652544.3499
Iceland,ISL,2017,25060086487.8901
Iceland,ISL,2016,21083713310.457
Iceland,ISL,2015,17700486957.1907
India,IND,2024,3760813470500.86
India,IND,2023,3500906030644.76
India,IND,2022,3249938492013.47
India,IND,2021,3167270623260.47
India,IND,2020,2674851578587.27
India,IND,2019,2835606256558.19
India,IND,2018,2702929641648.74
India,IND,2017,2651474262755.45
India,IND,2016,2294796885663.16
India,IND,2015,2103588360044.94
Indonesia,IDN,2024,1396301788461.69
Indonesia,IDN,2023,1371166925749.88
Indonesia,IDN,2022,1319101183380.15
Indonesia,IDN,2021,1186509691086.73
Indonesia,IDN,2020,1059054842698.48
Indonesia,IDN,2019,1119099871350.2
Indonesia,IDN,2018,1042271532988.63
Indonesia,IDN,2017,1015618744159.73
Indonesia,IDN,2016,931877364037.698
Indonesia,IDN,2015,860854232686.214
"Iran, Islamic Rep.",IRN,2024,475252089215.416
"Iran, Islamic Rep.",IRN,2023,457510482317.483
"Iran, Islamic Rep.",IRN,2022,422662261525.665
"Iran, Islamic Rep.",IRN,2021,407350685583.335
"Iran, Islamic Rep.",IRN,2020,280934329279.723
"Iran, Islamic Rep.",IRN,2019,347988400957.999
"Iran, Islamic Rep.",IRN,2018,411903303606.044
"Iran, Islamic Rep.",IRN,2017,510239893417.645
"Iran, Islamic Rep.",IRN,2016,478618064870.999
"Iran, Islamic Rep.",IRN,2015,409191686496.677
Iraq,IRQ,2024,279641257615.385
Iraq,IRQ,2023,268881051643.549
Iraq,IRQ,2022,287372232137.931
Iraq,IRQ,2021,209691945713.103
Iraq,IRQ,2020,180898797516.874
Iraq,IRQ,2019,233636097800.338
Iraq,IRQ,2018,227367469034.031
Iraq,IRQ,2017,187217660050.676
Iraq,IRQ,2016,166743557747.671
Iraq,IRQ,2015,166774104959.102
Ireland,IRL,2024,609157459747.205
Ireland,IRL,2023,567372737459.116
Ireland,IRL,2022,548341794599.09
Ireland,IRL,2021,530394123829.763
Ireland,IRL,2020,436009027818.948
Ireland,IRL,2019,407211793800.713
Ireland,IRL,2018,395780319816.603
Ireland,IRL,2017,348355212568.515
Ireland,IRL,2016,305431252708.748
Ireland,IRL,2015,302101388556.271
Isle of Man,IMN,2024,
Isle of Man,IMN,2023,7576129932.79381
Isle of Man,IMN,2022,7431257410.92713
Isle of Man,IMN,2021,7931193222.06405
Isle of Man,IMN,2020,6684225641.02564
Isle of Man,IMN,2019,7314967866.28289
Isle of Man,IMN,2018,7491649455.92717
Isle of Man,IMN,2017,6979788333.50279
Isle of Man,IMN,2016,6846377563.00683
Isle of Man,IMN,2015,7084800892.22284
Israel,ISR,2024,542284494490.778
Israel,ISR,2023,513393395491.904
Israel,ISR,2022,525157951212.871
Israel,ISR,2021,489735019666.026
Israel,ISR,2020,410908899711.272
Israel,ISR,2019,399207771081.611
Israel,ISR,2018,375470422244.408
Israel,ISR,2017,357360816856.642
Israel,ISR,2016,321083954798.337
Israel,ISR,2015,302841190257.708
Italy,ITA,2024,2383435562458.12
Italy,ITA,2023,2316882296366.32
Italy,ITA,2022,2104067630319.46
Italy,ITA,2021,2179207773596.09
Italy,ITA,2020,1907481094079.23
Italy,ITA,2019,2019606796583.53
Italy,ITA,2018,2099435266458.67
Italy,ITA,2017,1970720904584.71
Italy,ITA,2016,1887111188176.93
Italy,ITA,2015,1845428048839.1
Jamaica,JAM,2024,22014429050.9995
Jamaica,JAM,2023,21418797832.8216
Jamaica,JAM,2022,18813516805.214
Jamaica,JAM,2021,15963885376.3537
Jamaica,JAM,2020,15000214216.2439
Jamaica,JAM,2019,17026269262.5307
Jamaica,JAM,2018,16855447986.2221
Jamaica,JAM,2017,15783583236.675
Jamaica,JAM,2016,14898999754.1229
Jamaica,JAM,2015,14963589915.5912
Japan,JPN,2024,4190008188358.57
Japan,JPN,2023,4384854269961.93
Japan,JPN,2022,4447976207314.78
Japan,JPN,2021,5225933520753.1
Japan,JPN,2020,5189197543645.38
Japan,JPN,2019,5245755000479.03
Japan,JPN,2018,5154293721629.56
Japan,JPN,2017,5038231631660.71
Japan,JPN,2016,5110357383254.44
Japan,JPN,2015,4534438580494.94
Jordan,JOR,2024,58618380563.3803
Jordan,JOR,2023,56123472112.6761
Jordan,JOR,2022,53516930140.8451
Jordan,JOR,2021,50702940985.9155
Jordan,JOR,2020,47931770985.9155
Jordan,JOR,2019,48640273802.8169
Jordan,JOR,2018,47435850422.5352
Jordan,JOR,2017,45535614366.1972
Jordan,JOR,2016,43688498732.3944
Jordan,JOR,2015,42394049295.7747
Kazakhstan,KAZ,2024,291480274648.826
Kazakhstan,KAZ,2023,261840101059.923
Kazakhstan,KAZ,2022,225496328925.494
Kazakhstan,KAZ,2021,197112255360.612
Kazakhstan,KAZ,2020,171082365861.423
Kazakhstan,KAZ,2019,181667184854.501
Kazakhstan,KAZ,2018,179339977690.485
Kazakhstan,KAZ,2017,166805788827.233
Kazakhstan,KAZ,2016,137278320084.171
Kazakhstan,KAZ,2015,184388404706.042
Kenya,KEN,2024,120397537849.826
Kenya,KEN,2023,107500884685.013
Kenya,KEN,2022,114448978152.637
Kenya,KEN,2021,109703658904.994
Kenya,KEN,2020,100657505750.545
Kenya,KEN,2019,100378436207.371
Kenya,KEN,2018,92202979985.2863
Kenya,KEN,2017,82036510877.2599
Kenya,KEN,2016,74815144163.8931
Kenya,KEN,2015,70120446896.8359
Kiribati,KIR,2024,343153235.077124
Kiribati,KIR,2023,291657337.839517
Kiribati,KIR,2022,271214374.500577
Kiribati,KIR,2021,285451584.406531
Kiribati,KIR,2020,220909306.750809
Kiribati,KIR,2019,216891541.021351
Kiribati,KIR,2018,233859230.192198
Kiribati,KIR,2017,223029864.54193
Kiribati,KIR,2016,206467818.503227
Kiribati,KIR,2015,191559398.688293
"Korea, Dem. People's Rep.",PRK,2024,
"Korea, Dem. People's Rep.",PRK,2023,
"Korea, Dem. People's Rep.",PRK,2022,
"Korea, Dem. People's Rep.",PRK,2021,
"Korea, Dem. People's Rep.",PRK,2020,
"Korea, Dem. People's Rep.",PRK,2019,
"Korea, Dem. People's Rep.",PRK,2018,
"Korea, Dem. People's Rep.",PRK,2017,
"Korea, Dem. People's Rep.",PRK,2016,
"Korea, Dem. People's Rep.",PRK,2015,
"Korea, Rep.",KOR,2024,1875388209406.8
"Korea, Rep.",KOR,2023,1844800934391.54
"Korea, Rep.",KOR,2022,1799363116866.52
"Korea, Rep.",KOR,2021,1942313560965.9
"Korea, Rep.",KOR,2020,1744070276373.34
"Korea, Rep.",KOR,2019,1751045752054.63
"Korea, Rep.",KOR,2018,1824251454306.83
"Korea, Rep.",KOR,2017,1710196756713.17
"Korea, Rep.",KOR,2016,1579150518945.44
"Korea, Rep.",KOR,2015,1539212301135.55
Kosovo,XKX,2024,11203038332.3359
Kosovo,XKX,2023,10466753839.9923
Kosovo,XKX,2022,9367633202.54673
Kosovo,XKX,2021,9412099545.05799
Kosovo,XKX,2020,7734497455.75411
Kosovo,XKX,2019,7899204690.79214
Kosovo,XKX,2018,7878762812.20156
Kosovo,XKX,2017,7180768692.26354
Kosovo,XKX,2016,6682674062.9615
Kosovo,XKX,2015,6295845465.35898
Kuwait,KWT,2024,160903106639.233
Kuwait,KWT,2023,165462656226.772
Kuwait,KWT,2022,183502046693.878
Kuwait,KWT,2021,148350671489.144
Kuwait,KWT,2020,111045470605.715
Kuwait,KWT,2019,140856394860.529
Kuwait,KWT,2018,138646316350.727
Kuwait,KWT,2017,120687539805.505
Kuwait,KWT,2016,109406674124.652
Kuwait,KWT,2015,114585555688.511
Kyrgyz Republic,KGZ,2024,18161630698.9052
Kyrgyz Republic,KGZ,2023,15180842369.4894
Kyrgyz Republic,KGZ,2022,12134931017.9465
Kyrgyz Republic,KGZ,2021,9249133946.26531
Kyrgyz Republic,KGZ,2020,8270468614.24051
Kyrgyz Republic,KGZ,2019,9371275264.36735
Kyrgyz Republic,KGZ,2018,8271106235.41552
Kyrgyz Republic,KGZ,2017,7702938379.42036
Kyrgyz Republic,KGZ,2016,6813095379.1187
Kyrgyz Republic,KGZ,2015,6678177511.66313
Lao PDR,LAO,2024,16502933121.3379
Lao PDR,LAO,2023,15843155731.2552
Lao PDR,LAO,2022,15468785203.7532
Lao PDR,LAO,2021,18827148530.9347
Lao PDR,LAO,2020,18981805250.2424
Lao PDR,LAO,2019,18740561512.5555
Lao PDR,LAO,2018,18141641089.7963
Lao PDR,LAO,2017,17071155481.4994
Lao PDR,LAO,2016,15912501722.6143
Lao PDR,LAO,2015,14426380125.6488
Latvia,LVA,2024,44001275012.6141
Latvia,LVA,2023,42779550936.838
Latvia,LVA,2022,38003198508.9107
Latvia,LVA,2021,38183326784.9335
Latvia,LVA,2020,33379927434.6149
Latvia,LVA,2019,33099503950.847
Latvia,LVA,2018,33247935477.3576
Latvia,LVA,2017,29391059767.4259
Latvia,LVA,2016,27117105059.5075
Latvia,LVA,2015,26344565876.8902
Lebanon,LBN,2024,25971643441.3408
Lebanon,LBN,2023,20078620356.9931
Lebanon,LBN,2022,20992421948.8081
Lebanon,LBN,2021,23131941556.7843
Lebanon,LBN,2020,31712128253.7961
Lebanon,LBN,2019,51605959131.2741
Lebanon,LBN,2018,54901519155.5556
Lebanon,LBN,2017,53027680685.9038
Lebanon,LBN,2016,51147308774.1294
Lebanon,LBN,2015,49929337836.8159
Lesotho,LSO,2024,2391282547.80028
Lesotho,LSO,2023,2129871529.52517
Lesotho,LSO,2022,2354980960.02697
Lesotho,LSO,2021,2412130056.55851
Lesotho,LSO,2020,2053699863.99625
Lesotho,LSO,2019,2390702295.82777
Lesotho,LSO,2018,2556247291.99785
Lesotho,LSO,2017,2306741672.29006
Lesotho,LSO,2016,2114426452.2019
Lesotho,LSO,2015,2359686724.53829
Liberia,LBR,2024,4779300900.0
Liberia,LBR,2023,4390000000.0
Liberia,LBR,2022,4001047000.0
Liberia,LBR,2021,3513049500.0
Liberia,LBR,2020,3176126300.0
Liberia,LBR,2019,3319596500.0
Liberia,LBR,2018,3422754800.0
Liberia,LBR,2017,3390703400.0
Liberia,LBR,2016,3398419600.0
Liberia,LBR,2015,3227075700.0
Libya,LBY,2024,48487151215.345
Libya,LBY,2023,44027664915.187
Libya,LBY,2022,43246297921.8499
Libya,LBY,2021,35217995647.2862
Libya,LBY,2020,46854285440.642
Libya,LBY,2019,69254496471.6938
Libya,LBY,2018,76686029772.1483
Libya,LBY,2017,67157452181.7738
Libya,LBY,2016,49912073701.298
Libya,LBY,2015,48717501321.3052
Liechtenstein,LIE,2024,8905764270.4054
Liechtenstein,LIE,2023,8239379403.22096
Liechtenstein,LIE,2022,7426856242.7736
Liechtenstein,LIE,2021,7912602342.18895
Liechtenstein,LIE,2020,6405870210.32293
Liechtenstein,LIE,2019,6436467007.11932
Liechtenstein,LIE,2018,6692620691.84146
Liechtenstein,LIE,2017,6474308717.85289
Liechtenstein,LIE,2016,6237302033.50132
Liechtenstein,LIE,2015,6268515276.17441
Lithuania,LTU,2024,85503938573.5664
Lithuania,LTU,2023,80356613554.5602
Lithuania,LTU,2022,70639687325.6326
Lithuania,LTU,2021,67072165721.2431
Lithuania,LTU,2020,57412038533.2718
Lithuania,LTU,2019,55122066225.796
Lithuania,LTU,2018,54261795148.5372
Lithuania,LTU,2017,47756764508.446
Lithuania,LTU,2016,42970749245.0336
Lithuania,LTU,2015,41540954817.2039
Luxembourg,LUX,2024,93279851863.4062
Luxembourg,LUX,2023,88788881539.3937
Luxembourg,LUX,2022,80801680397.0139
Luxembourg,LUX,2021,86386759695.1653
Luxembourg,LUX,2020,73670782100.3909
Luxembourg,LUX,2019,69872035113.6469
Luxembourg,LUX,2018,71085623495.1145
Luxembourg,LUX,2017,65712180342.9836
Luxembourg,LUX,2016,62216885435.9488
Luxembourg,LUX,2015,60071584216.1375
"Macao SAR, China",MAC,2024,49467258923.3244
"Macao SAR, China",MAC,2023,45626467279.891
"Macao SAR, China",MAC,2022,24929307447.3237
"Macao SAR, China",MAC,2021,30633941629.3633
"Macao SAR, China",MAC,2020,25280064167.7333
"Macao SAR, China",MAC,2019,55025172016.004
"Macao SAR, China",MAC,2018,55076322634.344
"Macao SAR, China",MAC,2017,50297028370.6668
"Macao SAR, China",MAC,2016,44964868323.7558
"Macao SAR, China",MAC,2015,44940613353.1038
Madagascar,MDG,2024,17592832696.1336
Madagascar,MDG,2023,16036707975.7567
Madagascar,MDG,2022,15342178598.2475
Madagascar,MDG,2021,14354731964.3258
Madagascar,MDG,2020,13051441204.053
Madagascar,MDG,2019,14104664678.5063
Madagascar,MDG,2018,13760033282.2925
Madagascar,MDG,2017,13176313593.5509
Madagascar,MDG,2016,11848613858.442
Madagascar,MDG,2015,11323020701.3017
Malawi,MWI,2024,11311971400.3864
Malawi,MWI,2023,13363669672.9405
Malawi,MWI,2022,12429059928.102
Malawi,MWI,2021,12378119199.0839
Malawi,MWI,2020,11769313597.8545
Malawi,MWI,2019,11051852712.6142
Malawi,MWI,2018,9879220354.29186
Malawi,MWI,2017,8943543793.5839
Malawi,MWI,2016,7909868618.46366
Malawi,MWI,2015,9219474379.31534
Malaysia,MYS,2024,422227005428.688
Malaysia,MYS,2023,399949418752.657
Malaysia,MYS,2022,407830525989.553
Malaysia,MYS,2021,373784553029.978
Malaysia,MYS,2020,337456163961.211
Malaysia,MYS,2019,365177721021.516
Malaysia,MYS,2018,358788845712.53
Malaysia,MYS,2017,319109094160.343
Malaysia,MYS,2016,301256033870.334
Malaysia,MYS,2015,301355266964.947
Maldives,MDV,2024,7061608267.25451
Maldives,MDV,2023,6621008703.95743
Maldives,MDV,2022,6177123352.26211
Maldives,MDV,2021,5252457369.55218
Maldives,MDV,2020,3712604583.36665
Maldives,MDV,2019,5726094799.37709
Maldives,MDV,2018,5404344162.69888
Maldives,MDV,2017,4816426256.52914
Maldives,MDV,2016,4409942623.85538
Maldives,MDV,2015,4129505319.12921
Mali,MLI,2024,26761281076.7658
Mali,MLI,2023,24777941860.767
Mali,MLI,2022,22539987718.7642
Mali,MLI,2021,22999245262.6719
Mali,MLI,2020,20698560938.7775
Mali,MLI,2019,20477421884.5414
Mali,MLI,2018,20368015381.2413
Mali,MLI,2017,18308362040.0521
Mali,MLI,2016,16743796799.8329
Mali,MLI,2015,15583181170.4105
Malta,MLT,2024,25042712191.3281
Malta,MLT,2023,22625329775.6867
Malta,MLT,2022,18938869147.0818
Malta,MLT,2021,19730119030.6198
Malta,MLT,2020,16404655807.6687
Malta,MLT,2019,16337788880.578
Malta,MLT,2018,16153785816.8181
Malta,MLT,2017,14161374599.3379
Malta,MLT,2016,12025777078.0922
Malta,MLT,2015,11340789705.8045
Marshall Islands,MHL,2024,285000000.0
Marshall Islands,MHL,2023,264000000.0
Marshall Islands,MHL,2022,258723500.0
Marshall Islands,MHL,2021,261245500.0
Marshall Islands,MHL,2020,241800000.0
Marshall Islands,MHL,2019,232900000.0
Marshall Islands,MHL,2018,220000000.0
Marshall Islands,MHL,2017,213700000.0
Marshall Islands,MHL,2016,201800000.0
Marshall Islands,MHL,2015,183700000.0
Mauritania,MRT,2024,10879212033.4823
Mauritania,MRT,2023,10687541640.1299
Mauritania,MRT,2022,9562497460.55394
Mauritania,MRT,2021,9221044666.76483
Mauritania,MRT,2020,8260567356.81635
Mauritania,MRT,2019,7894764885.82312
Mauritania,MRT,2018,7475471309.52265
Mauritania,MRT,2017,6812472965.33868
Mauritania,MRT,2016,6407900701.25829
Mauritania,MRT,2015,6182303676.55144
Mauritius,MUS,2024,14938055690.3609
Mauritius,MUS,2023,14072212290.4596
Mauritius,MUS,2022,12936444123.3037
Mauritius,MUS,2021,11622048696.8129
Mauritius,MUS,2020,11566111137.5568
Mauritius,MUS,2019,14645235204.6176
Mauritius,MUS,2018,14957535715.9696
Mauritius,MUS,2017,13896938315.2799
Mauritius,MUS,2016,12757680846.5663
Mauritius,MUS,2015,12162211503.0793
Mexico,MEX,2024,1830489311088.89
Mexico,MEX,2023,1794410347718.25
Mexico,MEX,2022,1466934724243.38
Mexico,MEX,2021,1316569466833.94
Mexico,MEX,2020,1121064767168.8
Mexico,MEX,2019,1304106204006.27
Mexico,MEX,2018,1256300182983.65
Mexico,MEX,2017,1190721475853.16
Mexico,MEX,2016,1112233497452.7
Mexico,MEX,2015,1213294467653.78
"Micronesia, Fed. Sts.",FSM,2024,481121300.0
"Micronesia, Fed. Sts.",FSM,2023,442975600.0
"Micronesia, Fed. Sts.",FSM,2022,415232900.0
"Micronesia, Fed. Sts.",FSM,2021,391601900.0
"Micronesia, Fed. Sts.",FSM,2020,372902700.0
"Micronesia, Fed. Sts.",FSM,2019,395000000.0
"Micronesia, Fed. Sts.",FSM,2018,394000000.0
"Micronesia, Fed. Sts.",FSM,2017,361000000.0
"Micronesia, Fed. Sts.",FSM,2016,327000000.0
"Micronesia, Fed. Sts.",FSM,2015,312000000.0
Moldova,MDA,2024,18206842140.7615
Moldova,MDA,2023,16711906746.2133
Moldova,MDA,2022,14525337523.7271
Moldova,MDA,2021,13691869264.0794
Moldova,MDA,2020,11530746234.4492
Moldova,MDA,2019,11736797054.6965
Moldova,MDA,2018,11252353420.8798
Moldova,MDA,2017,9514404016.20949
Moldova,MDA,2016,7980917075.7748
Moldova,MDA,2015,7797667196.73087
Monaco,MCO,2024,11125788838.2812
Monaco,MCO,2023,10003897341.1766
Monaco,MCO,2022,8800432773.73544
Monaco,MCO,2021,8623241326.74405
Monaco,MCO,2020,6730733230.81714
Monaco,MCO,2019,7383494129.41175
Monaco,MCO,2018,7184336760.39215
Monaco,MCO,2017,6430258224.58825
Monaco,MCO,2016,6471287668.59924
Monaco,MCO,2015,6264753585.625
Mongolia,MNG,2024,23794540024.5132
Mongolia,MNG,2023,20325121393.9074
Mongolia,MNG,2022,17146471713.748
Mongolia,MNG,2021,15286441737.6686
Mongolia,MNG,2020,13312981429.0891
Mongolia,MNG,2019,14206359017.5143
Mongolia,MNG,2018,13178094720.4986
Mongolia,MNG,2017,11480847740.736
Mongolia,MNG,2016,11181350649.3573
Mongolia,MNG,2015,11619892590.6941
Montenegro,MNE,2024,8274290505.96367
Montenegro,MNE,2023,7643318276.40347
Montenegro,MNE,2022,6259721790.0652
Montenegro,MNE,2021,5822908963.58053
Montenegro,MNE,2020,4734192593.29169
Montenegro,MNE,2019,5483622632.13097
Montenegro,MNE,2018,5433469310.85184
Montenegro,MNE,2017,4803964684.21648
Montenegro,MNE,2016,4357467226.269
Montenegro,MNE,2015,4010884106.80136
Morocco,MAR,2024,160610994054.734
Morocco,MAR,2023,146036093666.762
Morocco,MAR,2022,131245312804.483
Morocco,MAR,2021,142022058447.231
Morocco,MAR,2020,121353645057.144
Morocco,MAR,2019,128920266409.458
Morocco,MAR,2018,127341147581.818
Morocco,MAR,2017,118540573367.844
Morocco,MAR,2016,111572947004.917
Morocco,MAR,2015,110413823841.592
Mozambique,MOZ,2024,22752244245.473
Mozambique,MOZ,2023,20927498317.3094
Mozambique,MOZ,2022,18884232598.8698
Mozambique,MOZ,2021,16168055475.4449
Mozambique,MOZ,2020,14235420174.1884
Mozambique,MOZ,2019,15512759046.672
Mozambique,MOZ,2018,15017358952.8452
Mozambique,MOZ,2017,13264640645.7768
Mozambique,MOZ,2016,12069051237.1711
